id,nome,uf,nome_simples,uf_simples
5200050,Abadia de Goiás,Goiás,ABADIA DE GOIAS,GOIAS
3100104,Abadia dos Dourados,Minas Gerais,ABADIA DOS DOURADOS,MINAS GERAIS
5200100,Abadiânia,Goiás,ABADIANIA,GOIAS
3100203,Abaeté,Minas Gerais,ABAETE,MINAS GERAIS
1500107,Abaetetuba,Pará,ABAETETUBA,PARA
2300101,Abaiara,Ceará,ABAIARA,CEARA
2900108,Abaíra,Bahia,ABAIRA,BAHIA
2900207,Abaré,Bahia,ABARE,BAHIA
4100103,Abatiá,Paraná,ABATIA,PARANA
4200051,Abdon Batista,Santa Catarina,ABDON BATISTA,SANTA CATARINA
1500131,Abel Figueiredo,Pará,ABEL FIGUEIREDO,PARA
4200101,Abelardo Luz,Santa Catarina,ABELARDO LUZ,SANTA CATARINA
3100302,Abre Campo,Minas Gerais,ABRE CAMPO,MINAS GERAIS
2600054,Abreu e Lima,Pernambuco,ABREU E LIMA,PERNAMBUCO
1700251,Abreulândia,Tocantins,ABREULANDIA,TOCANTINS
3100401,Acaiaca,Minas Gerais,ACAIACA,MINAS GERAIS
2100055,Açailândia,Maranhão,ACAILANDIA,MARANHAO
2900306,Acajutiba,Bahia,ACAJUTIBA,BAHIA
1500206,Acará,Pará,ACARA,PARA
2300150,Acarape,Ceará,ACARAPE,CEARA
2300200,Acaraú,Ceará,ACARAU,CEARA
2400109,Acari,Rio Grande do Norte,ACARI,RIO GRANDE DO NORTE
2200053,Acauã,Piauí,ACAUA,PIAUI
4300034,Aceguá,Rio Grande do Sul,ACEGUA,RIO GRANDE DO SUL
2300309,Acopiara,Ceará,ACOPIARA,CEARA
5100102,Acorizal,Mato Grosso,ACORIZAL,MATO GROSSO
1200013,Acrelândia,Acre,ACRELANDIA,ACRE
5200134,Acreúna,Goiás,ACREUNA,GOIAS
2400208,Açu,Rio Grande do Norte,ACU,RIO GRANDE DO NORTE
3100500,Açucena,Minas Gerais,ACUCENA,MINAS GERAIS
3500105,Adamantina,São Paulo,ADAMANTINA,SAO PAULO
5200159,Adelândia,Goiás,ADELANDIA,GOIAS
3500204,Adolfo,São Paulo,ADOLFO,SAO PAULO
4100202,Adrianópolis,Paraná,ADRIANOPOLIS,PARANA
2900355,Adustina,Bahia,ADUSTINA,BAHIA
2600104,Afogados da Ingazeira,Pernambuco,AFOGADOS DA INGAZEIRA,PERNAMBUCO
2400307,Afonso Bezerra,Rio Grande do Norte,AFONSO BEZERRA,RIO GRANDE DO NORTE
3200102,Afonso Cláudio,Espírito Santo,AFONSO CLAUDIO,ESPIRITO SANTO
2100105,Afonso Cunha,Maranhão,AFONSO CUNHA,MARANHAO
2600203,Afrânio,Pernambuco,AFRANIO,PERNAMBUCO
1500305,Afuá,Pará,AFUA,PARA
2600302,Agrestina,Pernambuco,AGRESTINA,PERNAMBUCO
2200103,Agricolândia,Piauí,AGRICOLANDIA,PIAUI
4200200,Agrolândia,Santa Catarina,AGROLANDIA,SANTA CATARINA
4200309,Agronômica,Santa Catarina,AGRONOMICA,SANTA CATARINA
1500347,Água Azul do Norte,Pará,AGUA AZUL DO NORTE,PARA
3100609,Água Boa,Minas Gerais,AGUA BOA,MINAS GERAIS
5100201,Água Boa,Mato Grosso,AGUA BOA,MATO GROSSO
2700102,Água Branca,Alagoas,AGUA BRANCA,ALAGOAS
2200202,Água Branca,Piauí,AGUA BRANCA,PIAUI
2500106,Água Branca,Paraíba,AGUA BRANCA,PARAIBA
5000203,Água Clara,Mato Grosso do Sul,AGUA CLARA,MATO GROSSO DO SUL
3100708,Água Comprida,Minas Gerais,AGUA COMPRIDA,MINAS GERAIS
4200408,Água Doce,Santa Catarina,AGUA DOCE,SANTA CATARINA
2100154,Água Doce do Maranhão,Maranhão,AGUA DOCE DO MARANHAO,MARANHAO
3200169,Água Doce do Norte,Espírito Santo,AGUA DOCE DO NORTE,ESPIRITO SANTO
2900405,Água Fria,Bahia,AGUA FRIA,BAHIA
5200175,Água Fria de Goiás,Goiás,AGUA FRIA DE GOIAS,GOIAS
5200209,Água Limpa,Goiás,AGUA LIMPA,GOIAS
2400406,Água Nova,Rio Grande do Norte,AGUA NOVA,RIO GRANDE DO NORTE
2600401,Água Preta,Pernambuco,AGUA PRETA,PERNAMBUCO
4300059,Água Santa,Rio Grande do Sul,AGUA SANTA,RIO GRANDE DO SUL
3500303,Aguaí,São Paulo,AGUAI,SAO PAULO
3100807,Aguanil,Minas Gerais,AGUANIL,MINAS GERAIS
2600500,Águas Belas,Pernambuco,AGUAS BELAS,PERNAMBUCO
3500402,Águas da Prata,São Paulo,AGUAS DA PRATA,SAO PAULO
4200507,Águas de Chapecó,Santa Catarina,AGUAS DE CHAPECO,SANTA CATARINA
3500501,Águas de Lindóia,São Paulo,AGUAS DE LINDOIA,SAO PAULO
3500550,Águas de Santa Bárbara,São Paulo,AGUAS DE SANTA BARBARA,SAO PAULO
3500600,Águas de São Pedro,São Paulo,AGUAS DE SAO PEDRO,SAO PAULO
3100906,Águas Formosas,Minas Gerais,AGUAS FORMOSAS,MINAS GERAIS
4200556,Águas Frias,Santa Catarina,AGUAS FRIAS,SANTA CATARINA
5200258,Águas Lindas de Goiás,Goiás,AGUAS LINDAS DE GOIAS,GOIAS
4200606,Águas Mornas,Santa Catarina,AGUAS MORNAS,SANTA CATARINA
3101003,Águas Vermelhas,Minas Gerais,AGUAS VERMELHAS,MINAS GERAIS
4300109,Agudo,Rio Grande do Sul,AGUDO,RIO GRANDE DO SUL
3500709,Agudos,São Paulo,AGUDOS,SAO PAULO
4100301,Agudos do Sul,Paraná,AGUDOS DO SUL,PARANA
3200136,Águia Branca,Espírito Santo,AGUIA BRANCA,ESPIRITO SANTO
2500205,Aguiar,Paraíba,AGUIAR,PARAIBA
1700301,Aguiarnópolis,Tocantins,AGUIARNOPOLIS,TOCANTINS
3101102,Aimorés,Minas Gerais,AIMORES,MINAS GERAIS
2900603,Aiquara,Bahia,AIQUARA,BAHIA
2300408,Aiuaba,Ceará,AIUABA,CEARA
3101201,Aiuruoca,Minas Gerais,AIURUOCA,MINAS GERAIS
4300208,Ajuricaba,Rio Grande do Sul,AJURICABA,RIO GRANDE DO SUL
3101300,Alagoa,Minas Gerais,ALAGOA,MINAS GERAIS
2500304,Alagoa Grande,Paraíba,ALAGOA GRANDE,PARAIBA
2500403,Alagoa Nova,Paraíba,ALAGOA NOVA,PARAIBA
2500502,Alagoinha,Paraíba,ALAGOINHA,PARAIBA
2600609,Alagoinha,Pernambuco,ALAGOINHA,PERNAMBUCO
2200251,Alagoinha do Piauí,Piauí,ALAGOINHA DO PIAUI,PIAUI
2900702,Alagoinhas,Bahia,ALAGOINHAS,BAHIA
3500758,Alambari,São Paulo,ALAMBARI,SAO PAULO
3101409,Albertina,Minas Gerais,ALBERTINA,MINAS GERAIS
2100204,Alcântara,Maranhão,ALCANTARA,MARANHAO
2300507,Alcântaras,Ceará,ALCANTARAS,CEARA
2500536,Alcantil,Paraíba,ALCANTIL,PARAIBA
5000252,Alcinópolis,Mato Grosso do Sul,ALCINOPOLIS,MATO GROSSO DO SUL
2900801,Alcobaça,Bahia,ALCOBACA,BAHIA
2100303,Aldeias Altas,Maranhão,ALDEIAS ALTAS,MARANHAO
4300307,Alecrim,Rio Grande do Sul,ALECRIM,RIO GRANDE DO SUL
3200201,Alegre,Espírito Santo,ALEGRE,ESPIRITO SANTO
4300406,Alegrete,Rio Grande do Sul,ALEGRETE,RIO GRANDE DO SUL
2200277,Alegrete do Piauí,Piauí,ALEGRETE DO PIAUI,PIAUI
4300455,Alegria,Rio Grande do Sul,ALEGRIA,RIO GRANDE DO SUL
3101508,Além Paraíba,Minas Gerais,ALEM PARAIBA,MINAS GERAIS
1500404,Alenquer,Pará,ALENQUER,PARA
2400505,Alexandria,Rio Grande do Norte,ALEXANDRIA,RIO GRANDE DO NORTE
5200308,Alexânia,Goiás,ALEXANIA,GOIAS
3101607,Alfenas,Minas Gerais,ALFENAS,MINAS GERAIS
3200300,Alfredo Chaves,Espírito Santo,ALFREDO CHAVES,ESPIRITO SANTO
3500808,Alfredo Marcondes,São Paulo,ALFREDO MARCONDES,SAO PAULO
3101631,Alfredo Vasconcelos,Minas Gerais,ALFREDO VASCONCELOS,MINAS GERAIS
4200705,Alfredo Wagner,Santa Catarina,ALFREDO WAGNER,SANTA CATARINA
2500577,Algodão de Jandaíra,Paraíba,ALGODAO DE JANDAIRA,PARAIBA
2500601,Alhandra,Paraíba,ALHANDRA,PARAIBA
2600708,Aliança,Pernambuco,ALIANCA,PERNAMBUCO
1700350,Aliança do Tocantins,Tocantins,ALIANCA DO TOCANTINS,TOCANTINS
2900900,Almadina,Bahia,ALMADINA,BAHIA
1700400,Almas,Tocantins,ALMAS,TOCANTINS
1500503,Almeirim,Pará,ALMEIRIM,PARA
3101706,Almenara,Minas Gerais,ALMENARA,MINAS GERAIS
2400604,Almino Afonso,Rio Grande do Norte,ALMINO AFONSO,RIO GRANDE DO NORTE
4100400,Almirante Tamandaré,Paraná,ALMIRANTE TAMANDARE,PARANA
4300471,Almirante Tamandaré do Sul,Rio Grande do Sul,ALMIRANTE TAMANDARE DO SUL,RIO GRANDE DO SUL
5200506,Aloândia,Goiás,ALOANDIA,GOIAS
3101805,Alpercata,Minas Gerais,ALPERCATA,MINAS GERAIS
4300505,Alpestre,Rio Grande do Sul,ALPESTRE,RIO GRANDE DO SUL
3101904,Alpinópolis,Minas Gerais,ALPINOPOLIS,MINAS GERAIS
5100250,Alta Floresta,Mato Grosso,ALTA FLORESTA,MATO GROSSO
1100015,Alta Floresta D'Oeste,Rondônia,ALTA FLORESTA D'OESTE,RONDONIA
3500907,Altair,São Paulo,ALTAIR,SAO PAULO
1500602,Altamira,Pará,ALTAMIRA,PARA
2100402,Altamira do Maranhão,Maranhão,ALTAMIRA DO MARANHAO,MARANHAO
4100459,Altamira do Paraná,Paraná,ALTAMIRA DO PARANA,PARANA
2300606,Altaneira,Ceará,ALTANEIRA,CEARA
3102001,Alterosa,Minas Gerais,ALTEROSA,MINAS GERAIS
2600807,Altinho,Pernambuco,ALTINHO,PERNAMBUCO
3501004,Altinópolis,São Paulo,ALTINOPOLIS,SAO PAULO
3501103,Alto Alegre,São Paulo,ALTO ALEGRE,SAO PAULO
4300554,Alto Alegre,Rio Grande do Sul,ALTO ALEGRE,RIO GRANDE DO SUL
1400050,Alto Alegre,Roraima,ALTO ALEGRE,RORAIMA
2100436,Alto Alegre do Maranhão,Maranhão,ALTO ALEGRE DO MARANHAO,MARANHAO
2100477,Alto Alegre do Pindaré,Maranhão,ALTO ALEGRE DO PINDARE,MARANHAO
1100379,Alto Alegre dos Parecis,Rondônia,ALTO ALEGRE DOS PARECIS,RONDONIA
5100300,Alto Araguaia,Mato Grosso,ALTO ARAGUAIA,MATO GROSSO
4200754,Alto Bela Vista,Santa Catarina,ALTO BELA VISTA,SANTA CATARINA
5100359,Alto Boa Vista,Mato Grosso,ALTO BOA VISTA,MATO GROSSO
3102050,Alto Caparaó,Minas Gerais,ALTO CAPARAO,MINAS GERAIS
2400703,Alto do Rodrigues,Rio Grande do Norte,ALTO DO RODRIGUES,RIO GRANDE DO NORTE
4300570,Alto Feliz,Rio Grande do Sul,ALTO FELIZ,RIO GRANDE DO SUL
5100409,Alto Garças,Mato Grosso,ALTO GARCAS,MATO GROSSO
5200555,Alto Horizonte,Goiás,ALTO HORIZONTE,GOIAS
3153509,Alto Jequitibá,Minas Gerais,ALTO JEQUITIBA,MINAS GERAIS
2200301,Alto Longá,Piauí,ALTO LONGA,PIAUI
5100508,Alto Paraguai,Mato Grosso,ALTO PARAGUAI,MATO GROSSO
4128625,Alto Paraíso,Paraná,ALTO PARAISO,PARANA
1100403,Alto Paraíso,Rondônia,ALTO PARAISO,RONDONIA
5200605,Alto Paraíso de Goiás,Goiás,ALTO PARAISO DE GOIAS,GOIAS
4100608,Alto Paraná,Paraná,ALTO PARANA,PARANA
2100501,Alto Parnaíba,Maranhão,ALTO PARNAIBA,MARANHAO
4100707,Alto Piquiri,Paraná,ALTO PIQUIRI,PARANA
3102100,Alto Rio Doce,Minas Gerais,ALTO RIO DOCE,MINAS GERAIS
3200359,Alto Rio Novo,Espírito Santo,ALTO RIO NOVO,ESPIRITO SANTO
2300705,Alto Santo,Ceará,ALTO SANTO,CEARA
5100607,Alto Taquari,Mato Grosso,ALTO TAQUARI,MATO GROSSO
4100509,Altônia,Paraná,ALTONIA,PARANA
2200400,Altos,Piauí,ALTOS,PIAUI
3501152,Alumínio,São Paulo,ALUMINIO,SAO PAULO
1300029,Alvarães,Amazonas,ALVARAES,AMAZONAS
3102209,Alvarenga,Minas Gerais,ALVARENGA,MINAS GERAIS
3501202,Álvares Florence,São Paulo,ALVARES FLORENCE,SAO PAULO
3501301,Álvares Machado,São Paulo,ALVARES MACHADO,SAO PAULO
3501400,Álvaro de Carvalho,São Paulo,ALVARO DE CARVALHO,SAO PAULO
3501509,Alvinlândia,São Paulo,ALVINLANDIA,SAO PAULO
3102308,Alvinópolis,Minas Gerais,ALVINOPOLIS,MINAS GERAIS
1700707,Alvorada,Tocantins,ALVORADA,TOCANTINS
4300604,Alvorada,Rio Grande do Sul,ALVORADA,RIO GRANDE DO SUL
3102407,Alvorada de Minas,Minas Gerais,ALVORADA DE MINAS,MINAS GERAIS
2200459,Alvorada do Gurguéia,Piauí,ALVORADA DO GURGUEIA,PIAUI
5200803,Alvorada do Norte,Goiás,ALVORADA DO NORTE,GOIAS
4100806,Alvorada do Sul,Paraná,ALVORADA DO SUL,PARANA
1100346,Alvorada D'Oeste,Rondônia,ALVORADA D'OESTE,RONDONIA
1400027,Amajari,Roraima,AMAJARI,RORAIMA
5000609,Amambai,Mato Grosso do Sul,AMAMBAI,MATO GROSSO DO SUL
1600105,Amapá,Amapá,AMAPA,AMAPA
2100550,Amapá do Maranhão,Maranhão,AMAPA DO MARANHAO,MARANHAO
4100905,Amaporã,Paraná,AMAPORA,PARANA
2600906,Amaraji,Pernambuco,AMARAJI,PERNAMBUCO
4300638,Amaral Ferrador,Rio Grande do Sul,AMARAL FERRADOR,RIO GRANDE DO SUL
5200829,Amaralina,Goiás,AMARALINA,GOIAS
2200509,Amarante,Piauí,AMARANTE,PIAUI
2100600,Amarante do Maranhão,Maranhão,AMARANTE DO MARANHAO,MARANHAO
2901007,Amargosa,Bahia,AMARGOSA,BAHIA
1300060,Amaturá,Amazonas,AMATURA,AMAZONAS
2901106,Amélia Rodrigues,Bahia,AMELIA RODRIGUES,BAHIA
2901155,América Dourada,Bahia,AMERICA DOURADA,BAHIA
3501608,Americana,São Paulo,AMERICANA,SAO PAULO
5200852,Americano do Brasil,Goiás,AMERICANO DO BRASIL,GOIAS
3501707,Américo Brasiliense,São Paulo,AMERICO BRASILIENSE,SAO PAULO
3501806,Américo de Campos,São Paulo,AMERICO DE CAMPOS,SAO PAULO
4300646,Ametista do Sul,Rio Grande do Sul,AMETISTA DO SUL,RIO GRANDE DO SUL
2300754,Amontada,Ceará,AMONTADA,CEARA
5200902,Amorinópolis,Goiás,AMORINOPOLIS,GOIAS
3501905,Amparo,São Paulo,AMPARO,SAO PAULO
2500734,Amparo,Paraíba,AMPARO,PARAIBA
2800100,Amparo do São Francisco,Sergipe,AMPARO DO SAO FRANCISCO,SERGIPE
3102506,Amparo do Serra,Minas Gerais,AMPARO DO SERRA,MINAS GERAIS
4101002,Ampére,Paraná,AMPERE,PARANA
2700201,Anadia,Alagoas,ANADIA,ALAGOAS
2901205,Anagé,Bahia,ANAGE,BAHIA
4101051,Anahy,Paraná,ANAHY,PARANA
1500701,Anajás,Pará,ANAJAS,PARA
2100709,Anajatuba,Maranhão,ANAJATUBA,MARANHAO
3502002,Analândia,São Paulo,ANALANDIA,SAO PAULO
1300086,Anamã,Amazonas,ANAMA,AMAZONAS
1701002,Ananás,Tocantins,ANANAS,TOCANTINS
1500800,Ananindeua,Pará,ANANINDEUA,PARA
5201108,Anápolis,Goiás,ANAPOLIS,GOIAS
1500859,Anapu,Pará,ANAPU,PARA
2100808,Anapurus,Maranhão,ANAPURUS,MARANHAO
5000708,Anastácio,Mato Grosso do Sul,ANASTACIO,MATO GROSSO DO SUL
5000807,Anaurilândia,Mato Grosso do Sul,ANAURILANDIA,MATO GROSSO DO SUL
4200804,Anchieta,Santa Catarina,ANCHIETA,SANTA CATARINA
3200409,Anchieta,Espírito Santo,ANCHIETA,ESPIRITO SANTO
2901304,Andaraí,Bahia,ANDARAI,BAHIA
4101101,Andirá,Paraná,ANDIRA,PARANA
2901353,Andorinha,Bahia,ANDORINHA,BAHIA
3102605,Andradas,Minas Gerais,ANDRADAS,MINAS GERAIS
3502101,Andradina,São Paulo,ANDRADINA,SAO PAULO
4300661,André da Rocha,Rio Grande do Sul,ANDRE DA ROCHA,RIO GRANDE DO SUL
3102803,Andrelândia,Minas Gerais,ANDRELANDIA,MINAS GERAIS
3502200,Angatuba,São Paulo,ANGATUBA,SAO PAULO
3102852,Angelândia,Minas Gerais,ANGELANDIA,MINAS GERAIS
5000856,Angélica,Mato Grosso do Sul,ANGELICA,MATO GROSSO DO SUL
2601003,Angelim,Pernambuco,ANGELIM,PERNAMBUCO
4200903,Angelina,Santa Catarina,ANGELINA,SANTA CATARINA
2901403,Angical,Bahia,ANGICAL,BAHIA
2200608,Angical do Piauí,Piauí,ANGICAL DO PIAUI,PIAUI
1701051,Angico,Tocantins,ANGICO,TOCANTINS
2400802,Angicos,Rio Grande do Norte,ANGICOS,RIO GRANDE DO NORTE
3300100,Angra dos Reis,Rio de Janeiro,ANGRA DOS REIS,RIO DE JANEIRO
2901502,Anguera,Bahia,ANGUERA,BAHIA
4101150,Ângulo,Paraná,ANGULO,PARANA
5201207,Anhanguera,Goiás,ANHANGUERA,GOIAS
3502309,Anhembi,São Paulo,ANHEMBI,SAO PAULO
3502408,Anhumas,São Paulo,ANHUMAS,SAO PAULO
5201306,Anicuns,Goiás,ANICUNS,GOIAS
2200707,Anísio de Abreu,Piauí,ANISIO DE ABREU,PIAUI
4201000,Anita Garibaldi,Santa Catarina,ANITA GARIBALDI,SANTA CATARINA
4201109,Anitápolis,Santa Catarina,ANITAPOLIS,SANTA CATARINA
1300102,Anori,Amazonas,ANORI,AMAZONAS
4300703,Anta Gorda,Rio Grande do Sul,ANTA GORDA,RIO GRANDE DO SUL
2901601,Antas,Bahia,ANTAS,BAHIA
4101200,Antonina,Paraná,ANTONINA,PARANA
2300804,Antonina do Norte,Ceará,ANTONINA DO NORTE,CEARA
2200806,Antônio Almeida,Piauí,ANTONIO ALMEIDA,PIAUI
2901700,Antônio Cardoso,Bahia,ANTONIO CARDOSO,BAHIA
3102902,Antônio Carlos,Minas Gerais,ANTONIO CARLOS,MINAS GERAIS
4201208,Antônio Carlos,Santa Catarina,ANTONIO CARLOS,SANTA CATARINA
3103009,Antônio Dias,Minas Gerais,ANTONIO DIAS,MINAS GERAIS
2901809,Antônio Gonçalves,Bahia,ANTONIO GONCALVES,BAHIA
5000906,Antônio João,Mato Grosso do Sul,ANTONIO JOAO,MATO GROSSO DO SUL
2400901,Antônio Martins,Rio Grande do Norte,ANTONIO MARTINS,RIO GRANDE DO NORTE
4101309,Antônio Olinto,Paraná,ANTONIO OLINTO,PARANA
4300802,Antônio Prado,Rio Grande do Sul,ANTONIO PRADO,RIO GRANDE DO SUL
3103108,Antônio Prado de Minas,Minas Gerais,ANTONIO PRADO DE MINAS,MINAS GERAIS
2500775,Aparecida,Paraíba,APARECIDA,PARAIBA
3502507,Aparecida,São Paulo,APARECIDA,SAO PAULO
5201405,Aparecida de Goiânia,Goiás,APARECIDA DE GOIANIA,GOIAS
5201454,Aparecida do Rio Doce,Goiás,APARECIDA DO RIO DOCE,GOIAS
1701101,Aparecida do Rio Negro,Tocantins,APARECIDA DO RIO NEGRO,TOCANTINS
5001003,Aparecida do Taboado,Mato Grosso do Sul,APARECIDA DO TABOADO,MATO GROSSO DO SUL
3502606,Aparecida d'Oeste,São Paulo,APARECIDA D'OESTE,SAO PAULO
3300159,Aperibé,Rio de Janeiro,APERIBE,RIO DE JANEIRO
3200508,Apiacá,Espírito Santo,APIACA,ESPIRITO SANTO
5100805,Apiacás,Mato Grosso,APIACAS,MATO GROSSO
3502705,Apiaí,São Paulo,APIAI,SAO PAULO
2100832,Apicum-Açu,Maranhão,APICUM-ACU,MARANHAO
4201257,Apiúna,Santa Catarina,APIUNA,SANTA CATARINA
2401008,Apodi,Rio Grande do Norte,APODI,RIO GRANDE DO NORTE
2901908,Aporá,Bahia,APORA,BAHIA
5201504,Aporé,Goiás,APORE,GOIAS
2901957,Apuarema,Bahia,APUAREMA,BAHIA
4101408,Apucarana,Paraná,APUCARANA,PARANA
1300144,Apuí,Amazonas,APUI,AMAZONAS
2300903,Apuiarés,Ceará,APUIARES,CEARA
2800209,Aquidabã,Sergipe,AQUIDABA,SERGIPE
5001102,Aquidauana,Mato Grosso do Sul,AQUIDAUANA,MATO GROSSO DO SUL
2301000,Aquiraz,Ceará,AQUIRAZ,CEARA
4201273,Arabutã,Santa Catarina,ARABUTA,SANTA CATARINA
2500809,Araçagi,Paraíba,ARACAGI,PARAIBA
3103207,Araçaí,Minas Gerais,ARACAI,MINAS GERAIS
2800308,Aracaju,Sergipe,ARACAJU,SERGIPE
3502754,Araçariguama,São Paulo,ARACARIGUAMA,SAO PAULO
2902054,Araçás,Bahia,ARACAS,BAHIA
2301109,Aracati,Ceará,ARACATI,CEARA
2902005,Aracatu,Bahia,ARACATU,BAHIA
3502804,Araçatuba,São Paulo,ARACATUBA,SAO PAULO
2902104,Araci,Bahia,ARACI,BAHIA
3103306,Aracitaba,Minas Gerais,ARACITABA,MINAS GERAIS
2301208,Aracoiaba,Ceará,ARACOIABA,CEARA
2601052,Araçoiaba,Pernambuco,ARACOIABA,PERNAMBUCO
3502903,Araçoiaba da Serra,São Paulo,ARACOIABA DA SERRA,SAO PAULO
3200607,Aracruz,Espírito Santo,ARACRUZ,ESPIRITO SANTO
5201603,Araçu,Goiás,ARACU,GOIAS
3103405,Araçuaí,Minas Gerais,ARACUAI,MINAS GERAIS
5201702,Aragarças,Goiás,ARAGARCAS,GOIAS
5201801,Aragoiânia,Goiás,ARAGOIANIA,GOIAS
1701309,Aragominas,Tocantins,ARAGOMINAS,TOCANTINS
1701903,Araguacema,Tocantins,ARAGUACEMA,TOCANTINS
1702000,Araguaçu,Tocantins,ARAGUACU,TOCANTINS
5101001,Araguaiana,Mato Grosso,ARAGUAIANA,MATO GROSSO
1702109,Araguaína,Tocantins,ARAGUAINA,TOCANTINS
5101209,Araguainha,Mato Grosso,ARAGUAINHA,MATO GROSSO
1702158,Araguanã,Tocantins,ARAGUANA,TOCANTINS
2100873,Araguanã,Maranhão,ARAGUANA,MARANHAO
5202155,Araguapaz,Goiás,ARAGUAPAZ,GOIAS
3103504,Araguari,Minas Gerais,ARAGUARI,MINAS GERAIS
1702208,Araguatins,Tocantins,ARAGUATINS,TOCANTINS
2100907,Araioses,Maranhão,ARAIOSES,MARANHAO
5001243,Aral Moreira,Mato Grosso do Sul,ARAL MOREIRA,MATO GROSSO DO SUL
2902203,Aramari,Bahia,ARAMARI,BAHIA
4300851,Arambaré,Rio Grande do Sul,ARAMBARE,RIO GRANDE DO SUL
2100956,Arame,Maranhão,ARAME,MARANHAO
3503000,Aramina,São Paulo,ARAMINA,SAO PAULO
3503109,Arandu,São Paulo,ARANDU,SAO PAULO
3103603,Arantina,Minas Gerais,ARANTINA,MINAS GERAIS
3503158,Arapeí,São Paulo,ARAPEI,SAO PAULO
2700300,Arapiraca,Alagoas,ARAPIRACA,ALAGOAS
1702307,Arapoema,Tocantins,ARAPOEMA,TOCANTINS
3103702,Araponga,Minas Gerais,ARAPONGA,MINAS GERAIS
4101507,Arapongas,Paraná,ARAPONGAS,PARANA
3103751,Araporã,Minas Gerais,ARAPORA,MINAS GERAIS
4101606,Arapoti,Paraná,ARAPOTI,PARANA
3103801,Arapuá,Minas Gerais,ARAPUA,MINAS GERAIS
4101655,Arapuã,Paraná,ARAPUA,PARANA
5101258,Araputanga,Mato Grosso,ARAPUTANGA,MATO GROSSO
4201307,Araquari,Santa Catarina,ARAQUARI,SANTA CATARINA
2500908,Arara,Paraíba,ARARA,PARAIBA
4201406,Araranguá,Santa Catarina,ARARANGUA,SANTA CATARINA
3503208,Araraquara,São Paulo,ARARAQUARA,SAO PAULO
3503307,Araras,São Paulo,ARARAS,SAO PAULO
2301257,Ararendá,Ceará,ARARENDA,CEARA
2101004,Arari,Maranhão,ARARI,MARANHAO
4300877,Araricá,Rio Grande do Sul,ARARICA,RIO GRANDE DO SUL
2301307,Araripe,Ceará,ARARIPE,CEARA
2601102,Araripina,Pernambuco,ARARIPINA,PERNAMBUCO
3300209,Araruama,Rio de Janeiro,ARARUAMA,RIO DE JANEIRO
4101705,Araruna,Paraná,ARARUNA,PARANA
2501005,Araruna,Paraíba,ARARUNA,PARAIBA
2902252,Arataca,Bahia,ARATACA,BAHIA
4300901,Aratiba,Rio Grande do Sul,ARATIBA,RIO GRANDE DO SUL
2301406,Aratuba,Ceará,ARATUBA,CEARA
2902302,Aratuípe,Bahia,ARATUIPE,BAHIA
2800407,Arauá,Sergipe,ARAUA,SERGIPE
4101804,Araucária,Paraná,ARAUCARIA,PARANA
3103900,Araújos,Minas Gerais,ARAUJOS,MINAS GERAIS
3104007,Araxá,Minas Gerais,ARAXA,MINAS GERAIS
3104106,Arceburgo,Minas Gerais,ARCEBURGO,MINAS GERAIS
3503356,Arco-Íris,São Paulo,ARCO-IRIS,SAO PAULO
3104205,Arcos,Minas Gerais,ARCOS,MINAS GERAIS
2601201,Arcoverde,Pernambuco,ARCOVERDE,PERNAMBUCO
3104304,Areado,Minas Gerais,AREADO,MINAS GERAIS
3300225,Areal,Rio de Janeiro,AREAL,RIO DE JANEIRO
3503406,Arealva,São Paulo,AREALVA,SAO PAULO
2501104,Areia,Paraíba,AREIA,PARAIBA
2401107,Areia Branca,Rio Grande do Norte,AREIA BRANCA,RIO GRANDE DO NORTE
2800506,Areia Branca,Sergipe,AREIA BRANCA,SERGIPE
2501153,Areia de Baraúnas,Paraíba,AREIA DE BARAUNAS,PARAIBA
2501203,Areial,Paraíba,AREIAL,PARAIBA
3503505,Areias,São Paulo,AREIAS,SAO PAULO
3503604,Areiópolis,São Paulo,AREIOPOLIS,SAO PAULO
5101308,Arenápolis,Mato Grosso,ARENAPOLIS,MATO GROSSO
5202353,Arenópolis,Goiás,ARENOPOLIS,GOIAS
2401206,Arês,Rio Grande do Norte,ARES,RIO GRANDE DO NORTE
3104403,Argirita,Minas Gerais,ARGIRITA,MINAS GERAIS
3104452,Aricanduva,Minas Gerais,ARICANDUVA,MINAS GERAIS
3104502,Arinos,Minas Gerais,ARINOS,MINAS GERAIS
5101407,Aripuanã,Mato Grosso,ARIPUANA,MATO GROSSO
1100023,Ariquemes,Rondônia,ARIQUEMES,RONDONIA
3503703,Ariranha,São Paulo,ARIRANHA,SAO PAULO
4101853,Ariranha do Ivaí,Paraná,ARIRANHA DO IVAI,PARANA
3300233,Armação dos Búzios,Rio de Janeiro,ARMACAO DOS BUZIOS,RIO DE JANEIRO
4201505,Armazém,Santa Catarina,ARMAZEM,SANTA CATARINA
2301505,Arneiroz,Ceará,ARNEIROZ,CEARA
2200905,Aroazes,Piauí,AROAZES,PIAUI
2501302,Aroeiras,Paraíba,AROEIRAS,PARAIBA
2200954,Aroeiras do Itaim,Piauí,AROEIRAS DO ITAIM,PIAUI
2201002,Arraial,Piauí,ARRAIAL,PIAUI
3300258,Arraial do Cabo,Rio de Janeiro,ARRAIAL DO CABO,RIO DE JANEIRO
